1698106885925|1|statement|connection 1|url jdbc:h2:tcp://localhost/~/jpashop|drop table if exists category CASCADE |drop table if exists category CASCADE 
1698112043755|1|statement|connection 2|url jdbc:h2:mem:test|create sequence hibernate_sequence start with 1 increment by 1|create sequence hibernate_sequence start with 1 increment by 1
1698112043760|3|statement|connection 2|url jdbc:h2:mem:test|create table category (category_id bigint not null, name varchar(255), parent_id bigint, item_id bigint, primary key (category_id))|create table category (category_id bigint not null, name varchar(255), parent_id bigint, item_id bigint, primary key (category_id))
1698112043760|0|statement|connection 2|url jdbc:h2:mem:test|create table category_id (category_id bigint not null, item_id bigint not null)|create table category_id (category_id bigint not null, item_id bigint not null)
1698112043760|0|statement|connection 2|url jdbc:h2:mem:test|create table delivvery (delivery_id bigint not null, city varchar(255), street varchar(255), zipcode varchar(255), status varchar(255), primary key (delivery_id))|create table delivvery (delivery_id bigint not null, city varchar(255), street varchar(255), zipcode varchar(255), status varchar(255), primary key (delivery_id))
1698112043761|0|statement|connection 2|url jdbc:h2:mem:test|create table item (dtype varchar(31) not null, item_id bigint not null, name varchar(255), price integer not null, stock_quantity integer not null, artist varchar(255), etc varchar(255), author varchar(255), isbn varchar(255), actor varchar(255), director varchar(255), primary key (item_id))|create table item (dtype varchar(31) not null, item_id bigint not null, name varchar(255), price integer not null, stock_quantity integer not null, artist varchar(255), etc varchar(255), author varchar(255), isbn varchar(255), actor varchar(255), director varchar(255), primary key (item_id))
1698112043761|0|statement|connection 2|url jdbc:h2:mem:test|create table member (member_id bigint not null, city varchar(255), street varchar(255), zipcode varchar(255), name varchar(255), primary key (member_id))|create table member (member_id bigint not null, city varchar(255), street varchar(255), zipcode varchar(255), name varchar(255), primary key (member_id))
1698112043762|0|statement|connection 2|url jdbc:h2:mem:test|create table order_item (order_item_id bigint not null, count integer not null, order_price integer not null, item_id bigint, order_id bigint, primary key (order_item_id))|create table order_item (order_item_id bigint not null, count integer not null, order_price integer not null, item_id bigint, order_id bigint, primary key (order_item_id))
1698112043763|0|statement|connection 2|url jdbc:h2:mem:test|create table orders (order_id bigint not null, local_date_time timestamp, status integer, delivery_id bigint, member_id bigint, primary key (order_id))|create table orders (order_id bigint not null, local_date_time timestamp, status integer, delivery_id bigint, member_id bigint, primary key (order_id))
1698112043777|13|statement|connection 2|url jdbc:h2:mem:test|alter table category add constraint FK2y94svpmqttx80mshyny85wqr foreign key (parent_id) references category|alter table category add constraint FK2y94svpmqttx80mshyny85wqr foreign key (parent_id) references category
1698112043778|0|statement|connection 2|url jdbc:h2:mem:test|alter table category add constraint FKc7ndrbax94ddsrm8x641cvi3g foreign key (item_id) references item|alter table category add constraint FKc7ndrbax94ddsrm8x641cvi3g foreign key (item_id) references item
1698112043779|0|statement|connection 2|url jdbc:h2:mem:test|alter table category_id add constraint FKkf3ggl25i81tve7bs4ey3bp9v foreign key (item_id) references item|alter table category_id add constraint FKkf3ggl25i81tve7bs4ey3bp9v foreign key (item_id) references item
1698112043779|0|statement|connection 2|url jdbc:h2:mem:test|alter table category_id add constraint FKi0ddb45orw3othgpa27tp0kfk foreign key (category_id) references category|alter table category_id add constraint FKi0ddb45orw3othgpa27tp0kfk foreign key (category_id) references category
1698112043780|0|statement|connection 2|url jdbc:h2:mem:test|alter table order_item add constraint FKija6hjjiit8dprnmvtvgdp6ru foreign key (item_id) references item|alter table order_item add constraint FKija6hjjiit8dprnmvtvgdp6ru foreign key (item_id) references item
1698112043781|0|statement|connection 2|url jdbc:h2:mem:test|alter table order_item add constraint FKt4dc2r9nbvbujrljv3e23iibt foreign key (order_id) references orders|alter table order_item add constraint FKt4dc2r9nbvbujrljv3e23iibt foreign key (order_id) references orders
1698112043782|0|statement|connection 2|url jdbc:h2:mem:test|alter table orders add constraint FKskj4up6p5qyrmh3qjf18dnays foreign key (delivery_id) references delivvery|alter table orders add constraint FKskj4up6p5qyrmh3qjf18dnays foreign key (delivery_id) references delivvery
1698112043782|0|statement|connection 2|url jdbc:h2:mem:test|alter table orders add constraint FKpktxwhj3x9m4gth5ff6bkqgeb foreign key (member_id) references member|alter table orders add constraint FKpktxwhj3x9m4gth5ff6bkqgeb foreign key (member_id) references member
1698112044893|4|statement|connection 3|url jdbc:h2:mem:test|select member0_.member_id as member_i1_4_, member0_.city as city2_4_, member0_.street as street3_4_, member0_.zipcode as zipcode4_4_, member0_.name as name5_4_ from member member0_ where member0_.name=?|select member0_.member_id as member_i1_4_, member0_.city as city2_4_, member0_.street as street3_4_, member0_.zipcode as zipcode4_4_, member0_.name as name5_4_ from member member0_ where member0_.name='kim'
1698112044906|0|statement|connection 3|url jdbc:h2:mem:test|call next value for hibernate_sequence|call next value for hibernate_sequence
1698112044936|1|statement|connection 3|url jdbc:h2:mem:test|insert into member (city, street, zipcode, name, member_id) values (?, ?, ?, ?, ?)|insert into member (city, street, zipcode, name, member_id) values (NULL, NULL, NULL, 'kim', 1)
1698112044939|0|statement|connection 3|url jdbc:h2:mem:test|select member0_.member_id as member_i1_4_, member0_.city as city2_4_, member0_.street as street3_4_, member0_.zipcode as zipcode4_4_, member0_.name as name5_4_ from member member0_ where member0_.name=?|select member0_.member_id as member_i1_4_, member0_.city as city2_4_, member0_.street as street3_4_, member0_.zipcode as zipcode4_4_, member0_.name as name5_4_ from member member0_ where member0_.name='kim'
1698112044946|0|rollback|connection 3|url jdbc:h2:mem:test||
1698112044952|0|statement|connection 4|url jdbc:h2:mem:test|select member0_.member_id as member_i1_4_, member0_.city as city2_4_, member0_.street as street3_4_, member0_.zipcode as zipcode4_4_, member0_.name as name5_4_ from member member0_ where member0_.name=?|select member0_.member_id as member_i1_4_, member0_.city as city2_4_, member0_.street as street3_4_, member0_.zipcode as zipcode4_4_, member0_.name as name5_4_ from member member0_ where member0_.name='Kim'
1698112044952|0|statement|connection 4|url jdbc:h2:mem:test|call next value for hibernate_sequence|call next value for hibernate_sequence
1698112044953|0|statement|connection 4|url jdbc:h2:mem:test|insert into member (city, street, zipcode, name, member_id) values (?, ?, ?, ?, ?)|insert into member (city, street, zipcode, name, member_id) values (NULL, NULL, NULL, 'Kim', 2)
1698112044961|0|rollback|connection 4|url jdbc:h2:mem:test||
1698112075697|1|statement|connection 1|url jdbc:h2:mem:test|drop table if exists category CASCADE |drop table if exists category CASCADE 
1698112075698|0|statement|connection 1|url jdbc:h2:mem:test|drop table if exists category_id CASCADE |drop table if exists category_id CASCADE 
1698112075698|0|statement|connection 1|url jdbc:h2:mem:test|drop table if exists delivvery CASCADE |drop table if exists delivvery CASCADE 
1698112075698|0|statement|connection 1|url jdbc:h2:mem:test|drop table if exists item CASCADE |drop table if exists item CASCADE 
1698112075698|0|statement|connection 1|url jdbc:h2:mem:test|drop table if exists member CASCADE |drop table if exists member CASCADE 
1698112075699|0|statement|connection 1|url jdbc:h2:mem:test|drop table if exists order_item CASCADE |drop table if exists order_item CASCADE 
1698112075699|0|statement|connection 1|url jdbc:h2:mem:test|drop table if exists orders CASCADE |drop table if exists orders CASCADE 
1698112075699|0|statement|connection 1|url jdbc:h2:mem:test|drop sequence if exists hibernate_sequence|drop sequence if exists hibernate_sequence
1698112075703|1|statement|connection 2|url jdbc:h2:mem:test|create sequence hibernate_sequence start with 1 increment by 1|create sequence hibernate_sequence start with 1 increment by 1
1698112075707|3|statement|connection 2|url jdbc:h2:mem:test|create table category (category_id bigint not null, name varchar(255), parent_id bigint, item_id bigint, primary key (category_id))|create table category (category_id bigint not null, name varchar(255), parent_id bigint, item_id bigint, primary key (category_id))
1698112075707|0|statement|connection 2|url jdbc:h2:mem:test|create table category_id (category_id bigint not null, item_id bigint not null)|create table category_id (category_id bigint not null, item_id bigint not null)
1698112075708|0|statement|connection 2|url jdbc:h2:mem:test|create table delivvery (delivery_id bigint not null, city varchar(255), street varchar(255), zipcode varchar(255), status varchar(255), primary key (delivery_id))|create table delivvery (delivery_id bigint not null, city varchar(255), street varchar(255), zipcode varchar(255), status varchar(255), primary key (delivery_id))
1698112075709|0|statement|connection 2|url jdbc:h2:mem:test|create table item (dtype varchar(31) not null, item_id bigint not null, name varchar(255), price integer not null, stock_quantity integer not null, artist varchar(255), etc varchar(255), author varchar(255), isbn varchar(255), actor varchar(255), director varchar(255), primary key (item_id))|create table item (dtype varchar(31) not null, item_id bigint not null, name varchar(255), price integer not null, stock_quantity integer not null, artist varchar(255), etc varchar(255), author varchar(255), isbn varchar(255), actor varchar(255), director varchar(255), primary key (item_id))
1698112075709|0|statement|connection 2|url jdbc:h2:mem:test|create table member (member_id bigint not null, city varchar(255), street varchar(255), zipcode varchar(255), name varchar(255), primary key (member_id))|create table member (member_id bigint not null, city varchar(255), street varchar(255), zipcode varchar(255), name varchar(255), primary key (member_id))
1698112075710|0|statement|connection 2|url jdbc:h2:mem:test|create table order_item (order_item_id bigint not null, count integer not null, order_price integer not null, item_id bigint, order_id bigint, primary key (order_item_id))|create table order_item (order_item_id bigint not null, count integer not null, order_price integer not null, item_id bigint, order_id bigint, primary key (order_item_id))
1698112075711|0|statement|connection 2|url jdbc:h2:mem:test|create table orders (order_id bigint not null, local_date_time timestamp, status integer, delivery_id bigint, member_id bigint, primary key (order_id))|create table orders (order_id bigint not null, local_date_time timestamp, status integer, delivery_id bigint, member_id bigint, primary key (order_id))
1698112075726|14|statement|connection 2|url jdbc:h2:mem:test|alter table category add constraint FK2y94svpmqttx80mshyny85wqr foreign key (parent_id) references category|alter table category add constraint FK2y94svpmqttx80mshyny85wqr foreign key (parent_id) references category
1698112075726|0|statement|connection 2|url jdbc:h2:mem:test|alter table category add constraint FKc7ndrbax94ddsrm8x641cvi3g foreign key (item_id) references item|alter table category add constraint FKc7ndrbax94ddsrm8x641cvi3g foreign key (item_id) references item
1698112075727|0|statement|connection 2|url jdbc:h2:mem:test|alter table category_id add constraint FKkf3ggl25i81tve7bs4ey3bp9v foreign key (item_id) references item|alter table category_id add constraint FKkf3ggl25i81tve7bs4ey3bp9v foreign key (item_id) references item
